,Item,order,response1,response2,response3,trialnumber,userCode,condition,verb,r1,r2,c1,c2
701,49,undefined,FAUX,Enregistrement 1,1,24,ZBB23,Not all,voir,FAUX,Enregistrement 2,1,0
702,49,undefined,FAUX,Enregistrement 2,5,36,QCG14,Not all,voir,FAUX,Enregistrement 2,1,1
703,49,undefined,FAUX,Enregistrement 2,3,32,BJT30,Not all,voir,FAUX,Enregistrement 2,1,1
704,49,undefined,FAUX,Enregistrement 1,3,12,LVE32,Not all,voir,FAUX,Enregistrement 2,1,0
705,49,undefined,FAUX,Enregistrement 2,2,20,XHJ4,Not all,voir,FAUX,Enregistrement 2,1,1
706,49,undefined,FAUX,Enregistrement 1,1,16,AEX2,Not all,voir,FAUX,Enregistrement 2,1,0
707,49,undefined,FAUX,Enregistrement 1,3,12,ABY16,Not all,voir,FAUX,Enregistrement 2,1,0
708,49,undefined,FAUX,Enregistrement 2,3,20,BDC12,Not all,voir,FAUX,Enregistrement 2,1,1
709,49,undefined,FAUX,Enregistrement 2,2,32,QNS18,Not all,voir,FAUX,Enregistrement 2,1,1
710,49,undefined,FAUX,Enregistrement 2,3,24,IND9,Not all,voir,FAUX,Enregistrement 2,1,1
711,49,undefined,FAUX,Enregistrement 2,5,32,ZYC8,Not all,voir,FAUX,Enregistrement 2,1,1
712,49,undefined,FAUX,Enregistrement 1,3,12,LYB6,Not all,voir,FAUX,Enregistrement 2,1,0
713,49,undefined,FAUX,Enregistrement 2,5,20,NCR14,Not all,voir,FAUX,Enregistrement 2,1,1
714,49,undefined,VRAI,Enregistrement 2,5,32,IEI16,Not all,voir,FAUX,Enregistrement 2,0,1
715,49,undefined,FAUX,Enregistrement 1,2,16,TVY31,Not all,voir,FAUX,Enregistrement 2,1,0
716,5,undefined,FAUX,Enregistrement 1,3,29,ZBB23,NC,lire,FAUX,Enregistrement 1,1,1
717,5,undefined,VRAI,Enregistrement 2,3,21,NLP40,NC,lire,FAUX,Enregistrement 1,0,0
718,5,undefined,FAUX,Enregistrement 1,4,13,AEX2,NC,lire,FAUX,Enregistrement 1,1,1
719,5,undefined,FAUX,Enregistrement 1,5,17,TAO36,NC,lire,FAUX,Enregistrement 1,1,1
720,5,undefined,FAUX,Enregistrement 2,4,9,GZM25,NC,lire,FAUX,Enregistrement 1,1,0
721,5,undefined,FAUX,Enregistrement 1,5,17,UUA3,NC,lire,FAUX,Enregistrement 1,1,1
722,5,undefined,FAUX,Enregistrement 1,2,33,EQH1,NC,lire,FAUX,Enregistrement 1,1,1
723,5,undefined,FAUX,Enregistrement 1,5,33,BJT30,NC,lire,FAUX,Enregistrement 1,1,1
724,5,undefined,FAUX,Enregistrement 1,2,25,IEI16,NC,lire,FAUX,Enregistrement 1,1,1
725,5,undefined,FAUX,Enregistrement 1,5,13,LVE32,NC,lire,FAUX,Enregistrement 1,1,1
726,5,undefined,FAUX,Enregistrement 1,4,25,VBJ34,NC,lire,FAUX,Enregistrement 1,1,1
727,5,undefined,VRAI,Enregistrement 1,3,13,CCU15,NC,lire,FAUX,Enregistrement 1,0,1
728,5,undefined,FAUX,Enregistrement 1,4,29,BIL13,NC,lire,FAUX,Enregistrement 1,1,1
729,5,undefined,FAUX,Enregistrement 1,4,17,WXS7,NC,lire,FAUX,Enregistrement 1,1,1
730,5,undefined,FAUX,Enregistrement 2,5,21,QCG14,NC,lire,FAUX,Enregistrement 1,1,0
731,5,undefined,FAUX,Enregistrement 2,3,17,TVY31,NC,lire,FAUX,Enregistrement 1,1,0
732,5,undefined,FAUX,Enregistrement 2,2,13,BSW19,NC,lire,FAUX,Enregistrement 1,1,0
733,5,undefined,FAUX,Enregistrement 1,4,33,XHJ4,NC,lire,FAUX,Enregistrement 1,1,1
884,6,undefined,VRAI,Enregistrement 2,5,9,REA6,NC,manger,VRAI,Enregistrement 1,1,0
885,6,undefined,VRAI,Enregistrement 1,3,29,EQH1,NC,manger,VRAI,Enregistrement 1,1,1
886,6,undefined,VRAI,Enregistrement 2,4,17,BIL13,NC,manger,VRAI,Enregistrement 1,1,0
887,6,undefined,VRAI,Enregistrement 1,1,33,ZBB23,NC,manger,VRAI,Enregistrement 1,1,1
888,6,undefined,VRAI,Enregistrement 2,5,9,VBJ34,NC,manger,VRAI,Enregistrement 1,1,0
889,6,undefined,VRAI,Enregistrement 2,5,21,TVY31,NC,manger,VRAI,Enregistrement 1,1,0
890,6,undefined,VRAI,Enregistrement 1,2,17,XHJ4,NC,manger,VRAI,Enregistrement 1,1,1
891,6,undefined,VRAI,Enregistrement 2,5,21,OLT28,NC,manger,VRAI,Enregistrement 1,1,0
892,6,undefined,VRAI,Enregistrement 2,4,13,WXS7,NC,manger,VRAI,Enregistrement 1,1,0
893,6,undefined,VRAI,Enregistrement 1,1,13,UUA3,NC,manger,VRAI,Enregistrement 1,1,1
894,6,undefined,VRAI,Enregistrement 2,5,21,BJT30,NC,manger,VRAI,Enregistrement 1,1,0
895,6,undefined,VRAI,Enregistrement 2,5,9,NCP30,NC,manger,VRAI,Enregistrement 1,1,0
896,6,undefined,FAUX,Enregistrement 2,4,33,NLP40,NC,manger,VRAI,Enregistrement 1,0,0
897,6,undefined,VRAI,Enregistrement 2,5,9,IEI16,NC,manger,VRAI,Enregistrement 1,1,0
898,6,undefined,VRAI,Enregistrement 2,5,25,LVE32,NC,manger,VRAI,Enregistrement 1,1,0
899,6,undefined,VRAI,Enregistrement 1,5,13,QCG14,NC,manger,VRAI,Enregistrement 1,1,1
900,6,undefined,VRAI,Enregistrement 2,2,25,BSW19,NC,manger,VRAI,Enregistrement 1,1,0
901,6,undefined,VRAI,Enregistrement 2,3,9,WZJ26,NC,manger,VRAI,Enregistrement 1,1,0
902,6,undefined,VRAI,Enregistrement 1,1,21,AEX2,NC,manger,VRAI,Enregistrement 1,1,1
903,6,undefined,VRAI,Enregistrement 2,5,33,TAO36,NC,manger,VRAI,Enregistrement 1,1,0
904,6,undefined,VRAI,Enregistrement 1,4,9,OJD8,NC,manger,VRAI,Enregistrement 1,1,1
905,6,undefined,VRAI,Enregistrement 2,4,21,CCU15,NC,manger,VRAI,Enregistrement 1,1,0
949,7,undefined,FAUX,Enregistrement 1,4,13,TVY31,NC,voir,FAUX,Enregistrement 1,1,1
950,7,undefined,VRAI,Enregistrement 1,5,25,BJT30,NC,voir,FAUX,Enregistrement 1,0,1
951,7,undefined,VRAI,Enregistrement 1,4,21,UUA3,NC,voir,FAUX,Enregistrement 1,0,1
952,7,undefined,FAUX,Enregistrement 2,3,17,ZBB23,NC,voir,FAUX,Enregistrement 1,1,0
953,7,undefined,VRAI,Enregistrement 2,5,29,IEI16,NC,voir,FAUX,Enregistrement 1,0,0
954,7,undefined,FAUX,Enregistrement 2,5,33,CCU15,NC,voir,FAUX,Enregistrement 1,1,0
955,7,undefined,FAUX,Enregistrement 2,5,25,QCG14,NC,voir,FAUX,Enregistrement 1,1,0
956,7,undefined,FAUX,Enregistrement 2,5,13,OLT28,NC,voir,FAUX,Enregistrement 1,1,0
957,7,undefined,FAUX,Enregistrement 2,4,9,WXS7,NC,voir,FAUX,Enregistrement 1,1,0
958,7,undefined,FAUX,Enregistrement 1,4,21,LVE32,NC,voir,FAUX,Enregistrement 1,1,1
959,7,undefined,FAUX,Enregistrement 1,4,9,EQH1,NC,voir,FAUX,Enregistrement 1,1,1
960,7,undefined,FAUX,Enregistrement 1,3,25,XHJ4,NC,voir,FAUX,Enregistrement 1,1,1
961,7,undefined,FAUX,Enregistrement 2,3,13,IED39,NC,voir,FAUX,Enregistrement 1,1,0
962,7,undefined,FAUX,Enregistrement 1,4,33,VBJ34,NC,voir,FAUX,Enregistrement 1,1,1
963,7,undefined,FAUX,Enregistrement 2,5,9,TAO36,NC,voir,FAUX,Enregistrement 1,1,0
964,7,undefined,FAUX,Enregistrement 2,2,25,BIL13,NC,voir,FAUX,Enregistrement 1,1,0
965,7,undefined,FAUX,Enregistrement 2,4,29,BSW19,NC,voir,FAUX,Enregistrement 1,1,0
966,7,undefined,FAUX,Enregistrement 1,4,9,NLP40,NC,voir,FAUX,Enregistrement 1,1,1
967,7,undefined,FAUX,Enregistrement 1,3,13,GZM25,NC,voir,FAUX,Enregistrement 1,1,1
968,8,undefined,FAUX,Enregistrement 1,5,17,NCR14,NC,aimer,FAUX,Enregistrement 1,1,1
969,8,undefined,FAUX,Enregistrement 1,5,17,IND9,NC,aimer,FAUX,Enregistrement 1,1,1
970,8,undefined,FAUX,Enregistrement 2,4,13,ZXY5,NC,aimer,FAUX,Enregistrement 1,1,0
971,8,undefined,FAUX,Enregistrement 1,4,25,QNS18,NC,aimer,FAUX,Enregistrement 1,1,1
972,8,undefined,VRAI,Enregistrement 2,3,33,ABY16,NC,aimer,FAUX,Enregistrement 1,0,0
973,8,undefined,FAUX,Enregistrement 1,5,25,ZYC8,NC,aimer,FAUX,Enregistrement 1,1,1
974,8,undefined,VRAI,Enregistrement 1,5,25,BDC12,NC,aimer,FAUX,Enregistrement 1,0,1
975,8,undefined,FAUX,Enregistrement 1,2,25,JLR1,NC,aimer,FAUX,Enregistrement 1,1,1
976,8,undefined,FAUX,Enregistrement 2,1,17,WPX3,NC,aimer,FAUX,Enregistrement 1,1,0
977,8,undefined,VRAI,Enregistrement 1,5,29,CFJ15,NC,aimer,FAUX,Enregistrement 1,0,1
978,9,undefined,VRAI,Enregistrement 1,3,9,ABY16,NC,boire,VRAI,Enregistrement 1,1,1
979,9,undefined,VRAI,Enregistrement 2,4,9,ZXY5,NC,boire,VRAI,Enregistrement 1,1,0
980,9,undefined,FAUX,Enregistrement 1,4,17,BDC12,NC,boire,VRAI,Enregistrement 1,0,1
981,9,undefined,VRAI,Enregistrement 1,4,33,IND9,NC,boire,VRAI,Enregistrement 1,1,1
982,9,undefined,VRAI,Enregistrement 1,1,13,QNS18,NC,boire,VRAI,Enregistrement 1,1,1
983,9,undefined,VRAI,Enregistrement 2,1,17,JLR1,NC,boire,VRAI,Enregistrement 1,1,0
984,9,undefined,VRAI,Enregistrement 1,4,13,CFJ15,NC,boire,VRAI,Enregistrement 1,1,1
985,9,undefined,VRAI,Enregistrement 1,5,21,NCR14,NC,boire,VRAI,Enregistrement 1,1,1
986,9,undefined,VRAI,Enregistrement 1,5,9,ZYC8,NC,boire,VRAI,Enregistrement 1,1,1
